Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_011062_20171216_20200902_02_T1,LC08_L1TP_011062_20171216_20200902_02_T1,LC80110622017350LGN00,2017/12/16,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-16 15:33:11.886138,2017-12-16 15:33:43.656137,LGN,DAY,  75.90,  44.12,66,5,    7.585,    5.027,    5.681,LPGS_15.3.1c,57.41793943,131.10672665,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.08"S,80°38'43.37"W,1°50'43.87"S,81°40'14.66"W,1°50'42.40"S,79°37'24.78"W,3°56'45.96"S,81°40'19.13"W,3°56'42.83"S,79°37'15.67"W, -2.89280, -80.64538, -1.84552, -81.67074, -1.84511, -79.62355, -3.94610, -81.67198, -3.94523, -79.62102,LC08_L2SP_011062_20171216_20200902_02_T1,LC80110622017350LGN00
LC08_L2SP_011063_20171216_20200902_02_T1,LC08_L1TP_011063_20171216_20200902_02_T1,LC80110632017350LGN00,2017/12/16,T1,2, 011, 063, 011, 063,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-16 15:33:35.811065,2017-12-16 15:34:07.581063,LGN,DAY,  11.29,   6.44,431,5,    6.937,    4.700,    5.101,LPGS_15.3.1c,58.19154512,129.15035931,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'21.37"S,80°57'11.38"W,3°17'30.48"S,81°58'45.55"W,3°17'30.12"S,79°55'47.21"W,5°23'31.74"S,81°58'55.31"W,5°23'31.20"S,79°55'36.55"W, -4.33927, -80.95316, -3.29180, -81.97932, -3.29170, -79.92978, -5.39215, -81.98203, -5.39200, -79.92682,LC08_L2SP_011063_20171216_20200902_02_T1,LC80110632017350LGN00
LC08_L2SP_009059_20171218_20200902_02_T1,LC08_L1TP_009059_20171218_20200902_02_T1,LC80090592017352LGN00,2017/12/18,T1,2, 009, 059, 009, 059,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-18 15:19:39.050664,2017-12-18 15:20:10.820662,LGN,DAY,  49.26,  49.26,392,5,    7.206,    4.052,    5.960,LPGS_15.3.1c,54.65123521,136.23987384,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.32"N,76°38'16.08"W,2°29'29.83"N,77°39'41.83"W,2°29'39.05"N,75°36'51.70"W,0°23'35.27"N,77°39'33.05"W,0°23'36.74"N,75°36'49.68"W,  1.44620, -76.63780,  2.49162, -77.66162,  2.49418, -75.61436,  0.39313, -77.65918,  0.39354, -75.61380,LC08_L2SP_009059_20171218_20200902_02_T1,LC80090592017352LGN00
LC08_L2SP_009060_20171218_20200902_02_T1,LC08_L1TP_009060_20171218_20200902_02_T1,LC80090602017352LGN00,2017/12/18,T1,2, 009, 060, 009, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-18 15:20:02.962883,2017-12-18 15:20:34.732881,LGN,DAY,  32.88,  32.88,446,5,    7.651,    4.564,    6.141,LPGS_15.3.1c,55.53561838,134.57048936,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.36"N,76°56'40.81"W,1°02'46.54"N,77°58'09.37"W,1°02'51.14"N,75°55'26.22"W,1°03'06.05"S,77°58'09.41"W,1°03'10.69"S,75°55'26.22"W,  0.00010, -76.94467,  1.04626, -77.96927,  1.04754, -75.92395, -1.05168, -77.96928, -1.05297, -75.92395,LC08_L2SP_009060_20171218_20200902_02_T1,LC80090602017352LGN00
LC08_L2SP_009061_20171218_20200902_02_T1,LC08_L1TP_009061_20171218_20200902_02_T1,LC80090612017352LGN00,2017/12/18,T1,2, 009, 061, 009, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-18 15:20:26.879338,2017-12-18 15:20:58.649336,LGN,DAY,  32.05,  32.05,173,5,    8.389,    4.836,    6.855,LPGS_15.3.1c,56.38494881,132.81277316,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.32"S,77°15'05.76"W,0°23'53.99"S,78°16'23.02"W,0°23'56"S,76°13'42.31"W,2°29'44.34"S,78°16'33.85"W,2°29'57.05"S,76°13'46.42"W, -1.44620, -77.25160, -0.39833, -78.27306, -0.39889, -76.22842, -2.49565, -78.27607, -2.49918, -76.22956,LC08_L2SP_009061_20171218_20200902_02_T1,LC80090612017352LGN00
LC08_L2SP_009062_20171218_20200902_02_T1,LC08_L1TP_009062_20171218_20200902_02_T1,LC80090622017352LGN00,2017/12/18,T1,2, 009, 062, 009, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-18 15:20:50.800028,2017-12-18 15:21:22.570026,LGN,DAY,  30.55,  30.55,214,5,    8.047,    3.218,    7.375,LPGS_15.3.1c,57.19640955,130.96388861,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'33.36"S,77°33'31.79"W,1°50'41.03"S,78°34'44.11"W,1°50'51.68"S,76°32'11.18"W,3°56'28.79"S,78°35'07.84"W,3°56'51.58"S,76°32'21.41"W, -2.89260, -77.55883, -1.84473, -78.57892, -1.84769, -76.53644, -3.94133, -78.58551, -3.94766, -76.53928,LC08_L2SP_009062_20171218_20200902_02_T1,LC80090622017352LGN00
LC08_L2SP_009063_20171218_20200902_02_T1,LC08_L1TP_009063_20171218_20200902_02_T1,LC80090632017352LGN00,2017/12/18,T1,2, 009, 063, 009, 063,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-18 15:21:14.724955,2017-12-18 15:21:46.494953,LGN,DAY,  59.06,  59.06,147,5,    7.660,    4.175,    6.422,LPGS_15.3.1c,57.96705976,129.02154010,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,4°20'20.62"S,77°51'59.80"W,3°17'24.36"S,78°53'05.14"W,3°17'45.60"S,76°50'25.80"W,5°22'59.45"S,78°53'43.73"W,5°23'34.30"S,76°50'44.12"W, -4.33906, -77.86661, -3.29010, -78.88476, -3.29600, -76.84050, -5.38318, -78.89548, -5.39286, -76.84559,LC08_L2SP_009063_20171218_20200902_02_T1,LC80090632017352LGN00
LC08_L2SP_010059_20171225_20200902_02_T2,LC08_L1GT_010059_20171225_20200902_02_T2,LC80100592017359LGN00,2017/12/25,T2,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-25 15:25:49.59768,2017-12-25 15:26:21.367678,LGN,DAY,  84.27,  83.53,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,54.05573032,135.30999248,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.33"N,78°11'16.33"W,2°29'35.20"N,79°12'36.90"W,2°29'19.36"N,77°09'52.67"W,0°23'36.13"N,79°12'42.80"W,0°23'33.61"N,77°10'05.30"W,  1.44648, -78.18787,  2.49311, -79.21025,  2.48871, -77.16463,  0.39337, -79.21189,  0.39267, -77.16814,LC08_L2SP_010059_20171225_20200902_02_T2,LC80100592017359LGN00
LC08_L2SP_010060_20171225_20200902_02_T1,LC08_L1TP_010060_20171225_20200902_02_T1,LC80100602017359LGN00,2017/12/25,T1,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-25 15:26:13.514135,2017-12-25 15:26:45.284133,LGN,DAY,  82.76,  82.76,59,5,    6.846,    5.146,    4.516,LPGS_15.3.1c,54.92153826,133.65750166,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.25"N,78°29'41.06"W,1°02'50.39"N,79°31'08.04"W,1°02'44.45"N,77°28'18.01"W,1°03'19.69"S,79°31'08.04"W,1°03'13.72"S,77°28'17.98"W,  0.00007, -78.49474,  1.04733, -79.51890,  1.04568, -77.47167, -1.05547, -79.51890, -1.05381, -77.47166,LC08_L2SP_010060_20171225_20200902_02_T1,LC80100602017359LGN00
LC08_L2SP_010061_20171225_20200902_02_T1,LC08_L1TP_010061_20171225_20200902_02_T1,LC80100612017359LGN00,2017/12/25,T1,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-25 15:26:37.430589,2017-12-25 15:27:09.200588,LGN,DAY,  81.48,  81.48,109,5,    5.336,    3.666,    3.878,LPGS_15.3.1c,55.75204258,131.92131657,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.36"S,78°48'05.98"W,0°23'56.04"S,79°49'35"W,0°23'54.06"S,77°46'44.33"W,2°30'06.98"S,79°49'31.08"W,2°29'54.56"S,77°46'33.64"W, -1.44621, -78.80166, -0.39890, -79.82639, -0.39835, -77.77898, -2.50194, -79.82530, -2.49849, -77.77601,LC08_L2SP_010061_20171225_20200902_02_T1,LC80100612017359LGN00
LC08_L2SP_010062_20171225_20200902_02_T2,LC08_L1GT_010062_20171225_20200902_02_T2,LC80100622017359LGN00,2017/12/25,T2,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-25 15:27:01.35128,2017-12-25 15:27:33.121278,LGN,DAY,  83.08,  82.91,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,56.54484972,130.09873996,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.54"S,79°06'31.79"W,1°50'43.55"S,80°08'09.46"W,1°50'35.70"S,78°05'13.78"W,3°56'55.10"S,80°08'03.73"W,3°56'38.22"S,78°04'54.44"W, -2.89265, -79.10883, -1.84543, -80.13596, -1.84325, -78.08716, -3.94864, -80.13437, -3.94395, -78.08179,LC08_L2SP_010062_20171225_20200902_02_T2,LC80100622017359LGN00
LC08_L2SP_010063_20171225_20200902_02_T1,LC08_L1TP_010063_20171225_20200902_02_T1,LC80100632017359LGN00,2017/12/25,T1,2, 010, 063, 010, 063,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-25 15:27:25.271971,2017-12-25 15:27:57.041969,LGN,DAY,  85.35,  85.35,164,5,    6.957,    4.559,    5.255,LPGS_15.3.1c,57.29692615,128.18831502,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20"S,79°24'59.51"W,3°17'31.67"S,80°26'43.87"W,3°17'19.86"S,78°23'28.93"W,5°23'43.44"S,80°26'38.33"W,5°23'24.11"S,78°23'02.94"W, -4.33889, -79.41653, -3.29213, -80.44552, -3.28885, -78.39137, -5.39540, -80.44398, -5.39003, -78.38415,LC08_L2SP_010063_20171225_20200902_02_T1,LC80100632017359LGN00
LC08_L2SP_010064_20171225_20200902_02_T1,LC08_L1TP_010064_20171225_20200902_02_T1,LC80100642017359LGN00,2017/12/25,T1,2, 010, 064, 010, 064,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-25 15:27:49.192661,2017-12-25 15:28:20.962659,LGN,DAY,  19.73,  20.04,389,5,    6.900,    4.665,    5.084,LPGS_15.3.1c,58.00547986,126.18906108,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'05.89"S,79°43'29.82"W,4°44'19.79"S,80°45'20.27"W,4°44'06.14"S,78°41'51.32"W,6°50'31.56"S,80°45'16.99"W,6°50'11.80"S,78°41'20.65"W, -5.78497, -79.72495, -4.73883, -80.75563, -4.73504, -78.69759, -6.84210, -80.75472, -6.83661, -78.68907,LC08_L2SP_010064_20171225_20200902_02_T1,LC80100642017359LGN00
LC08_L2SP_008060_20171227_20200902_02_T1,LC08_L1TP_008060_20171227_20200902_02_T1,LC80080602017361LGN00,2017/12/27,T1,2, 008, 060, 008, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-27 15:13:51.318009,2017-12-27 15:14:23.088007,LGN,DAY,  38.54,  38.54,94,5,    9.067,    5.809,    6.961,LPGS_15.3.1c,54.78976045,133.30999988,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.04"S,75°24'14"W,1°02'50.46"N,76°25'41.09"W,1°02'51.43"N,74°22'53.83"W,1°03'10.01"S,76°25'41.09"W,1°03'10.94"S,74°22'53.83"W, -0.00001, -75.40389,  1.04735, -76.42808,  1.04762, -74.38162, -1.05278, -76.42808, -1.05304, -74.38162,LC08_L2SP_008060_20171227_20200902_02_T1,LC80080602017361LGN00
LC08_L2SP_008061_20171227_20200902_02_T1,LC08_L1TP_008061_20171227_20200902_02_T1,LC80080612017361LGN00,2017/12/27,T1,2, 008, 061, 008, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-27 15:14:15.234464,2017-12-27 15:14:47.004462,LGN,DAY,  61.50,  61.50,35,5,    7.649,    5.447,    5.371,LPGS_15.3.1c,55.61295241,131.57538134,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.57"S,75°42'38.95"W,0°23'55.68"S,76°43'56.71"W,0°23'56.33"S,74°41'20.58"W,2°29'55"S,76°44'02.47"W,2°29'58.99"S,74°41'19.57"W, -1.44627, -75.71082, -0.39880, -76.73242, -0.39898, -74.68905, -2.49861, -76.73402, -2.49972, -74.68877,LC08_L2SP_008061_20171227_20200902_02_T1,LC80080612017361LGN00
LC08_L2SP_008062_20171227_20200902_02_T2,LC08_L1GT_008062_20171227_20200902_02_T2,LC80080622017361LGN00,2017/12/27,T2,2, 008, 062, 008, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-27 15:14:39.15939,2017-12-27 15:15:10.929388,LGN,DAY,  81.04,  81.04,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,56.39850521,129.75521847,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.76"S,76°01'04.98"W,1°50'49.85"S,77°02'26.20"W,1°50'54.10"S,74°59'37.36"W,3°56'37.86"S,77°02'39.73"W,3°56'46.97"S,74°59'37.28"W, -2.89299, -76.01805, -1.84718, -77.04061, -1.84836, -74.99371, -3.94385, -77.04437, -3.94638, -74.99369,LC08_L2SP_008062_20171227_20200902_02_T2,LC80080622017361LGN00
LC08_L2SP_011059_20180101_20200902_02_T2,LC08_L1GT_011059_20180101_20200902_02_T2,LC80110592018001LGN00,2018/01/01,T2,2, 011, 059, 011, 059,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-01 15:31:58.280377,2018-01-01 15:32:30.050375,LGN,DAY, 100.00,  94.80,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,53.70754671,133.93272700,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.90"N,79°43'46.13"W,2°29'39.48"N,80°45'02.99"W,2°29'32.35"N,78°42'21.38"W,0°23'36.78"N,80°45'03.82"W,0°23'35.66"N,78°42'28.94"W,  1.44664, -79.72948,  2.49430, -80.75083,  2.49232, -78.70594,  0.39355, -80.75106,  0.39324, -78.70804,LC08_L2SP_011059_20180101_20200902_02_T2,LC80110592018001LGN00
LC08_L2SP_011060_20180101_20200902_02_T2,LC08_L1GT_011060_20180101_20200902_02_T2,LC80110602018001LGN00,2018/01/01,T2,2, 011, 060, 011, 060,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-01 15:32:22.201068,2018-01-01 15:32:53.971066,LGN,DAY,  99.96,  99.40,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,54.54485167,132.27342409,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.04"S,80°02'11.18"W,1°02'51.65"N,81°03'30.31"W,1°02'49.34"N,79°00'53.64"W,1°03'11.20"S,81°03'30.31"W,1°03'08.89"S,79°00'53.60"W, -0.00001, -80.03644,  1.04768, -81.05842,  1.04704, -79.01490, -1.05311, -81.05842, -1.05247, -79.01489,LC08_L2SP_011060_20180101_20200902_02_T2,LC80110602018001LGN00
LC08_L2SP_011061_20180101_20200902_02_T2,LC08_L1GT_011061_20180101_20200902_02_T2,LC80110612018001LGN00,2018/01/01,T2,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-01 15:32:46.121758,2018-01-01 15:33:17.891756,LGN,DAY, 100.00,  99.95,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,55.34621468,130.53392627,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.62"S,80°20'36.20"W,0°23'56.33"S,81°21'56.77"W,0°23'55.72"S,79°19'20.57"W,2°29'58.96"S,81°21'57.96"W,2°29'55.25"S,79°19'14.99"W, -1.44656, -80.34339, -0.39898, -81.36577, -0.39881, -79.32238, -2.49971, -81.36610, -2.49868, -79.32083,LC08_L2SP_011061_20180101_20200902_02_T2,LC80110612018001LGN00
LC08_L2SP_011062_20180101_20200902_02_T1,LC08_L1TP_011062_20180101_20200902_02_T1,LC80110622018001LGN00,2018/01/01,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-01 15:33:10.042449,2018-01-01 15:33:41.812447,LGN,DAY,  96.73,  94.27,30,5,    7.865,    5.687,    5.433,LPGS_15.3.1c,56.10908793,128.71241380,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.87"S,80°39'02.05"W,1°50'43.87"S,81°40'34.10"W,1°50'42.40"S,79°37'44.22"W,3°56'45.96"S,81°40'38.57"W,3°56'42.86"S,79°37'35.11"W, -2.89302, -80.65057, -1.84552, -81.67614, -1.84511, -79.62895, -3.94610, -81.67738, -3.94524, -79.62642,LC08_L2SP_011062_20180101_20200902_02_T1,LC80110622018001LGN00
LC08_L2SP_011063_20180101_20200902_02_T1,LC08_L1TP_011063_20180101_20200902_02_T1,LC80110632018001LGN00,2018/01/01,T1,2, 011, 063, 011, 063,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-01 15:33:33.96314,2018-01-01 15:34:05.733138,LGN,DAY,  74.81,  82.87,332,5,    6.735,    4.684,    4.840,LPGS_15.3.1c,56.83072378,126.80779586,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'21.44"S,80°57'29.77"W,3°17'30.44"S,81°59'04.99"W,3°17'30.16"S,79°55'56.93"W,5°23'31.70"S,81°59'14.78"W,5°23'31.20"S,79°55'46.31"W, -4.33929, -80.95827, -3.29179, -81.98472, -3.29171, -79.93248, -5.39214, -81.98744, -5.39200, -79.92953,LC08_L2SP_011063_20180101_20200902_02_T1,LC80110632018001LGN00
LC08_L2SP_009059_20180103_20200902_02_T1,LC08_L1TP_009059_20180103_20200902_02_T1,LC80090592018003LGN00,2018/01/03,T1,2, 009, 059, 009, 059,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-03 15:19:35.910605,2018-01-03 15:20:07.680603,LGN,DAY,  40.43,  40.43,333,5,    7.680,    4.346,    6.332,LPGS_15.3.1c,53.65442390,133.46369604,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.40"N,76°38'18.31"W,2°29'29.83"N,77°39'51.52"W,2°29'39.05"N,75°37'01.42"W,0°23'35.27"N,77°39'42.73"W,0°23'36.74"N,75°36'59.36"W,  1.44650, -76.63842,  2.49162, -77.66431,  2.49418, -75.61706,  0.39313, -77.66187,  0.39354, -75.61649,LC08_L2SP_009059_20180103_20200902_02_T1,LC80090592018003LGN00
LC08_L2SP_009060_20180103_20200902_02_T1,LC08_L1TP_009060_20180103_20200902_02_T1,LC80090602018003LGN00,2018/01/03,T1,2, 009, 060, 009, 060,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-03 15:19:59.827059,2018-01-03 15:20:31.597057,LGN,DAY,  63.91,  63.91,192,5,    7.944,    4.604,    6.474,LPGS_15.3.1c,54.48174226,131.79874439,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.25"N,76°56'43.08"W,1°02'46.54"N,77°58'09.37"W,1°02'51.14"N,75°55'26.22"W,1°03'06.05"S,77°58'09.41"W,1°03'10.69"S,75°55'26.22"W,  0.00007, -76.94530,  1.04626, -77.96927,  1.04754, -75.92395, -1.05168, -77.96928, -1.05297, -75.92395,LC08_L2SP_009060_20180103_20200902_02_T1,LC80090602018003LGN00
LC08_L2SP_009061_20180103_20200902_02_T1,LC08_L1TP_009061_20180103_20200902_02_T1,LC80090612018003LGN00,2018/01/03,T1,2, 009, 061, 009, 061,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-03 15:20:23.74775,2018-01-03 15:20:55.517748,LGN,DAY,  39.77,  39.77,106,5,    7.959,    5.114,    6.099,LPGS_15.3.1c,55.27291564,130.05421419,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.36"S,77°15'08.06"W,0°24'03.74"S,78°16'23.02"W,0°24'05.80"S,76°13'52.03"W,2°29'44.34"S,78°16'33.85"W,2°29'57.05"S,76°13'56.10"W, -1.44649, -77.25224, -0.40104, -78.27306, -0.40161, -76.23112, -2.49565, -78.27607, -2.49918, -76.23225,LC08_L2SP_009061_20180103_20200902_02_T1,LC80090612018003LGN00
LC08_L2SP_009062_20180103_20200902_02_T1,LC08_L1TP_009062_20180103_20200902_02_T1,LC80090622018003LGN00,2018/01/03,T1,2, 009, 062, 009, 062,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-03 15:20:47.66844,2018-01-03 15:21:19.438438,LGN,DAY,  28.30,  28.30,214,5,    7.852,    4.377,    6.518,LPGS_15.3.1c,56.02531184,128.22882232,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.55"S,77°33'33.73"W,1°50'41.03"S,78°34'44.11"W,1°50'51.68"S,76°32'11.18"W,3°56'28.79"S,78°35'07.84"W,3°56'51.58"S,76°32'21.41"W, -2.89293, -77.55937, -1.84473, -78.57892, -1.84769, -76.53644, -3.94133, -78.58551, -3.94766, -76.53928,LC08_L2SP_009062_20180103_20200902_02_T1,LC80090622018003LGN00
LC08_L2SP_009063_20180103_20200902_02_T1,LC08_L1TP_009063_20180103_20200902_02_T1,LC80090632018003LGN00,2018/01/03,T1,2, 009, 063, 009, 063,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-03 15:21:11.589131,2018-01-03 15:21:43.359129,LGN,DAY,  38.31,  38.31,232,5,    7.940,    4.374,    6.627,LPGS_15.3.1c,56.73619867,126.32154835,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,4°20'21.19"S,77°52'01.38"W,3°17'24.36"S,78°53'05.14"W,3°17'45.60"S,76°50'25.80"W,5°22'59.45"S,78°53'43.73"W,5°23'34.30"S,76°50'44.12"W, -4.33922, -77.86705, -3.29010, -78.88476, -3.29600, -76.84050, -5.38318, -78.89548, -5.39286, -76.84559,LC08_L2SP_009063_20180103_20200902_02_T1,LC80090632018003LGN00
LC08_L2SP_010059_20180110_20200902_02_T1,LC08_L1TP_010059_20180110_20200902_02_T1,LC80100592018010LGN00,2018/01/10,T1,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-10 15:25:43.784529,2018-01-10 15:26:15.554528,LGN,DAY,  50.21,  50.69,88,5,    8.771,    5.511,    6.823,LPGS_15.3.1c,53.62809004,131.55638316,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.72"N,78°10'43.36"W,2°29'35.12"N,79°11'58.06"W,2°29'19.28"N,77°09'23.62"W,0°23'36.10"N,79°12'04"W,0°23'33.61"N,77°09'36.25"W,  1.44631, -78.17871,  2.49309, -79.19946,  2.48869, -77.15656,  0.39336, -79.20111,  0.39267, -77.16007,LC08_L2SP_010059_20180110_20200902_02_T1,LC80100592018010LGN00
LC08_L2SP_010060_20180110_20200902_02_T1,LC08_L1TP_010060_20180110_20200902_02_T1,LC80100602018010LGN00,2018/01/10,T1,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-10 15:26:07.696748,2018-01-10 15:26:39.466746,LGN,DAY,  83.31,  83.31,134,5,    5.496,    3.863,    3.909,LPGS_15.3.1c,54.41437285,129.85727133,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.54"N,78°29'07.84"W,1°02'50.35"N,79°30'29.23"W,1°02'44.41"N,77°27'48.92"W,1°03'19.66"S,79°30'29.23"W,1°03'13.68"S,77°27'48.89"W,  0.00015, -78.48551,  1.04732, -79.50812,  1.04567, -77.46359, -1.05546, -79.50812, -1.05380, -77.46358,LC08_L2SP_010060_20180110_20200902_02_T1,LC80100602018010LGN00
LC08_L2SP_010061_20180110_20200902_02_T1,LC08_L1TP_010061_20180110_20200902_02_T1,LC80100612018010LGN00,2018/01/10,T1,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-10 15:26:31.613203,2018-01-10 15:27:03.383201,LGN,DAY,  46.38,  46.38,321,5,    4.988,    3.366,    3.681,LPGS_15.3.1c,55.16305463,128.08147266,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.36"S,78°47'32.46"W,0°23'56.04"S,79°48'56.16"W,0°23'54.06"S,77°46'15.28"W,2°30'06.95"S,79°48'52.24"W,2°29'54.49"S,77°46'04.55"W, -1.44621, -78.79235, -0.39890, -79.81560, -0.39835, -77.77091, -2.50193, -79.81451, -2.49847, -77.76793,LC08_L2SP_010061_20180110_20200902_02_T1,LC80100612018010LGN00
LC08_L2SP_010062_20180110_20200902_02_T1,LC08_L1TP_010062_20180110_20200902_02_T1,LC80100622018010LGN00,2018/01/10,T1,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-10 15:26:55.533893,2018-01-10 15:27:27.303891,LGN,DAY,  59.73,  58.93,155,5,    6.406,    4.715,    4.337,LPGS_15.3.1c,55.87159371,126.22817652,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.61"S,79°05'58.13"W,1°50'43.55"S,80°07'30.61"W,1°50'35.63"S,78°04'34.97"W,3°56'55.07"S,80°07'24.82"W,3°56'38.08"S,78°04'15.56"W, -2.89267, -79.09948, -1.84543, -80.12517, -1.84323, -78.07638, -3.94863, -80.12356, -3.94391, -78.07099,LC08_L2SP_010062_20180110_20200902_02_T1,LC80100622018010LGN00
